time,CO*,H2O*,H*,OH*,COOH*,CO2*,*
7.30358328147445e-12,0.0231939361883062,0.3239154973606682,0.05842042572023984,0.055016690613055766,0.0004906623169844401,0.000123667562945412,0.5388391202377364
7.501604888038428e-12,0.021618985606928213,0.3216346643509556,0.05837326337380014,0.055068543131533504,0.00045994595264724924,0.00011686279882833452,0.5427277347852433
7.699626494602405e-12,0.020156367560184445,0.3193843222654537,0.05831711899178178,0.05511539891242661,0.0004308829979525386,0.00011034738647694878,0.5464855618856601
7.897648101166382e-12,0.01879754358321958,0.317163333056699,0.05825270702379472,0.05515764745052834,0.0004034190587383312,0.00010411986160532156,0.5501212299653511
8.124692052396461e-12,0.017357217166134923,0.3146515994519565,0.058169524729654566,0.05520086849293712,0.0003738230666297346,9.732965308945097e-05,0.5541496374395339
8.35173600362654e-12,0.016032287450683618,0.31217561182939635,0.05807723737593763,0.05523896342172544,0.00034616263767535594,9.090643067485143e-05,0.5580388308538431
8.57877995485662e-12,0.014812970637708348,0.30973402821425045,0.05797666579792036,0.05527235127776638,0.0003203449832019299,8.484102936046441e-05,0.5617987980597284
8.805823906086698e-12,0.013690376069492739,0.30732561297101024,0.05786855682187939,0.055301405161611555,0.00029627644946715495,7.912273297591075e-05,0.5654386497934992
9.032867857316777e-12,0.01265641671818132,0.3049492254844705,0.05775359064599725,0.055326457976447044,0.00027386364601959167,7.373965409235123e-05,0.5689667058747283
9.259911808546856e-12,0.011703729185112968,0.30260381017177496,0.057632387398798626,0.05534780741249802,0.00025301436563912003,6.867905684288662e-05,0.5723905724092699
9.498662833304312e-12,0.010782229687203632,0.30016979354251855,0.05749882693075664,0.0553665552436335,0.000232677505663846,6.369076051094658e-05,0.5758862263296493
9.737413858061768e-12,0.00993608332624757,0.2977678861653866,0.057359594399539644,0.055381780486601126,0.00021386765313631092,5.9028440822406327e-05,0.5792817595282027
9.976164882819225e-12,0.009158838125834479,0.295397106147857,0.05721523521256884,0.055393731830068384,0.0001964862671449119,5.4676007009496976e-05,0.5825839264094533
1.021491590757668e-11,0.008444627658763226,0.29305653918573105,0.05706624586643719,0.05540263237459711,0.00018043871962883116,5.0617367619472935e-05,0.5857988988271595
1.0453666932334137e-11,0.0077881137651207065,0.29074533180505174,0.056913078637568365,0.055408682734337675,0.0001656345661373186,4.6836589215573654e-05,0.5889323219025048
1.0692417957091593e-11,0.007184435310213703,0.2884626853859268,0.05675614577885721,0.05541206373018306,0.00015198771625215917,4.3318024232721265e-05,0.5919893640542706
